"","X","ID","OG_ID","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"11",10,4,5,"AC-39","A","AC-39A","2017-03-04","60",60,-15,15.93640688,65.88145457,542696.2178,7307015.189,"08:35:00","2017-03-03","minus",0,-12.7,"05:36:55","26:58:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","0.0110121252777256","0.129915532040836","26.8547145563934","0"
"12",11,5,6,"AC-40","A","AC-40A","2017-03-04","82",82,-9,16.08976248,65.87227973,549705.8182,7306105.522,"10:12:30","2017-03-03","minus",0,-12.7,"05:36:55","28:35:00","S1B_IW_SLC__1SDV_20170303T053655_20170303T053722_004540_007E86_CEE5","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/30_2017-03-03_clip_1000/S1B__IW___D_20170303T053655_VV_gamma0-rtc.tif","NA","NA","NA","0"
"13",12,295,308,"AC-27","C","AC-27C","2017-03-05","140",140,-10,15.80351497,66.07257278,536364.3222,7328232.328,"11:15:00","2017-03-06","plus",0,-14.9,"16:31:04","29:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.019193602837859","0.11388405767745","42.1766289026602","0"
"14",13,8,9,"AC-32","A","AC-32A","2017-03-05","135",135,-14,15.88210448,66.05188319,539953.2836,7325974.195,"09:27:30","2017-03-04","minus",0,-14.9,"05:29:31","27:57:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0165453355762707","0.123691604916783","38.440344467108","0"
"15",14,9,10,"AC-27","A","AC-27A","2017-03-05","90",90,-10,15.71649311,66.07877936,532418.2506,7328876.351,"11:15:00","2017-03-04","minus",0,-14.9,"05:29:31","29:45:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0610887624076888","0.348492331804638","34.6388093274653","0"
"16",15,294,307,"AC-32","C","AC-32C","2017-03-05","185",185,-14,15.94437763,66.0264787,542816.3157,7323183.87,"09:27:30","2017-03-06","plus",0,-14.9,"16:31:04","31:03:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.032220950061733","0.147652382149975","42.9653802196144","0"
"17",16,151,159,"AC-27","B","AC-27B","2017-03-05","70",70,-10,15.77325645,66.10627946,534948.6291,7331971.961,"11:15:00","2017-03-06","plus",0,-14.9,"16:31:04","29:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0319486358686607","0.192879612772462","42.617911998767","0"
"18",17,150,158,"AC-32","B","AC-32B","2017-03-05","125",125,-14,15.96743701,66.06109946,543802.1738,7327058.39,"09:27:30","2017-03-06","plus",0,-14.9,"16:31:04","31:03:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.013241420828617","0.0763578099040975","46.3875753375408","0"
"19",18,295,308,"AC-27","C","AC-27C","2017-03-05","140",140,-10,15.80351497,66.07257278,536364.3222,7328232.328,"11:15:00","2017-03-04","minus",0,-14.9,"05:29:31","29:45:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0226372996075251","0.165567185885643","35.394590788181","0"
"20",19,9,10,"AC-27","A","AC-27A","2017-03-05","90",90,-10,15.71649311,66.07877936,532418.2506,7328876.351,"11:15:00","2017-03-06","plus",0,-14.9,"16:31:04","29:16:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.0284843273361233","0.147342146442266","42.0379511147229","0"
"21",20,294,307,"AC-32","C","AC-32C","2017-03-05","185",185,-14,15.94437763,66.0264787,542816.3157,7323183.87,"09:27:30","2017-03-04","minus",0,-14.9,"05:29:31","27:57:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0340533252707345","0.217975612124228","34.0127461255841","0"
"22",21,151,159,"AC-27","B","AC-27B","2017-03-05","70",70,-10,15.77325645,66.10627946,534948.6291,7331971.961,"11:15:00","2017-03-04","minus",0,-14.9,"05:29:31","29:45:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0318122480453425","0.194988983715752","36.8488059980672","0"
"23",22,150,158,"AC-32","B","AC-32B","2017-03-05","125",125,-14,15.96743701,66.06109946,543802.1738,7327058.39,"09:27:30","2017-03-04","minus",0,-14.9,"05:29:31","27:57:00","S1A_IW_SLC__1SDV_20170304T052931_20170304T052958_015538_01988A_5EA4","DESCENDING",66,373,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/29_2017-03-04_clip_1000/S1A__IW___D_20170304T052931_VV_gamma0-rtc.tif","0.0158646294451449","0.114857301937649","33.4722940658586","0"
"24",23,8,9,"AC-32","A","AC-32A","2017-03-05","135",135,-14,15.88210448,66.05188319,539953.2836,7325974.195,"09:27:30","2017-03-06","plus",0,-14.9,"16:31:04","31:03:00","S1A_IW_SLC__1SDV_20170306T163104_20170306T163131_015574_01999E_3323","ASCENDING",102,214,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/28_2017-03-06_clip_1000/S1A__IW___A_20170306T163104_VV_gamma0-rtc.tif","0.014792871747462","0.0992820518249451","39.5879312667002","0"
"25",24,10,11,"AC-30","A","AC-30A","2017-03-06","82",82,-10,16.32392487,66.07345377,559911.9498,7328730.193,"09:15:00","2017-03-07","plus",0.1,-14.9,"16:22:17","31:07:00","S1B_IW_SLC__1SDV_20170307T162217_20170307T162245_004605_008070_6515","ASCENDING",29,216,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/26_2017-03-07_clip_1000/S1B__IW___A_20170307T162217_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/26_2017-03-07_clip_1000/S1B__IW___A_20170307T162217_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/26_2017-03-07_clip_1000/S1B__IW___A_20170307T162217_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/26_2017-03-07_clip_1000/S1B__IW___A_20170307T162217_VV_gamma0-rtc.tif","0.00829618186858559","0.0703014494828217","37.1159371114987","0"
